,store,sido,gungu
1496,여수여서  ,전라남도,여수시
1497,여수여천  ,전라남도,여수시
1498,여수신월DT  ,전라남도,여수시
1499,여수마리나  ,전라남도,여수시
1500,전남화순DT  ,전라남도,화순군
1501,전남나주  ,전라남도,나주시
1502,나주혁신DT  ,전라남도,나주시
1503,익산모현  ,전라북도,익산시
1504,익산영등DT  ,전라북도,익산시
1505,익산영등  ,전라북도,익산시
1506,전주송천DT  ,전라북도,전주시
1507,전북대병원DT  ,전라북도,전주시
1508,전주혁신도시  ,전라북도,전주시
1509,전주덕진광장DT  ,전라북도,전주시
1510,전북대  ,전라북도,전주시
1511,전주에코시티  ,전라북도,전주시
1512,전주인후DT  ,전라북도,전주시
1513,전주IC DT  ,전라북도,전주시
1514,전주평화DT  ,전라북도,전주시
1515,전주백제대로DT  ,전라북도,전주시
1516,전주효자DT  ,전라북도,전주시
1517,전주서신  ,전라북도,전주시
1518,전주중화산  ,전라북도,전주시
1519,전주홍산로  ,전라북도,전주시
1520,전주한옥마을  ,전라북도,전주시
1521,전북도청  ,전라북도,전주시
1522,전주경원  ,전라북도,전주시
1523,전주신시가지  ,전라북도,전주시
1524,전주효천DT  ,전라북도,전주시
1525,전북정읍DT  ,전라북도,정읍시
1526,군산나운DT  ,전라북도,군산시
1527,군산수송  ,전라북도,군산시
1528,군산대  ,전라북도,군산시
1529,군산조촌DT  ,전라북도,군산시
1530,군산수송DT  ,전라북도,군산시
1531,공주동학사DT  ,충청남도,공주시
1532,공주신관  ,충청남도,공주시
1533,공주DT  ,충청남도,공주시
1534,논산중앙  ,충청남도,논산시
1535,논산내동DT  ,충청남도,논산시
1536,충남보령DT  ,충청남도,보령시
1537,서산예천DT  ,충청남도,서산시
1538,서산호수  ,충청남도,서산시
1539,천안신부R  ,충청남도,천안시
1540,천안청당  ,충청남도,천안시
1541,천안안서  ,충청남도,천안시
1542,천안IC DT  ,충청남도,천안시
1543,천안신부동  ,충청남도,천안시
1544,천안서북이마트  ,충청남도,천안시
1545,천안백석  ,충청남도,천안시
1546,천안불당DT  ,충청남도,천안시
1547,천안서부대로DT  ,충청남도,천안시
1548,천안두정역DT  ,충청남도,천안시
1549,천안시청  ,충청남도,천안시
1550,천안쌍용역  ,충청남도,천안시
1551,천안신불당  ,충청남도,천안시
1552,천안성정DT  ,충청남도,천안시
1553,천안불당  ,충청남도,천안시
1554,천안두정  ,충청남도,천안시
1555,천안이마트  ,충청남도,천안시
1556,천안업성레이크  ,충청남도,천안시
1557,계룡대로DT  ,충청남도,계룡시
1558,당진시곡DT  ,충청남도,당진시
1559,당진문예의전당  ,충청남도,당진시
1560,아산방축DT  ,충청남도,아산시
1561,아산배방  ,충청남도,아산시
1562,아산탕정  ,충청남도,아산시
1563,아산용화  ,충청남도,아산시
1564,아산터미널  ,충청남도,아산시
1565,아산권곡  ,충청남도,아산시
1566,충북증평  ,충청북도,증평군
1567,청주용암DT  ,충청북도,청주시
1568,청주용담DT  ,충청북도,청주시
1569,청주서문  ,충청북도,청주시
1570,충주호암DT  ,충청북도,충주시
1571,충주시청DT  ,충청북도,충주시
1572,충주터미널  ,충청북도,충주시
1573,충주연수  ,충청북도,충주시
1574,충북혁신도시  ,충청북도,음성군
1575,제천DT  ,충청북도,제천시
1576,청주비하DT  ,충청북도,청주시
1577,청주오송  ,충청북도,청주시
1578,청주봉명DT  ,충청북도,청주시
1579,청주강서  ,충청북도,청주시
1580,청주지웰시티  ,충청북도,청주시
1581,현대충청  ,충청북도,청주시
1582,청주터미널  ,충청북도,청주시
1583,청주복대지웰  ,충청북도,청주시
1584,청주이마트  ,충청북도,청주시
1585,청주사직DT  ,충청북도,청주시
1586,청주성화  ,충청북도,청주시
1587,충북대  ,충청북도,청주시
1588,청주분평DT  ,충청북도,청주시
1589,오창호수공원  ,충청북도,청주시
1590,청주율량DT  ,충청북도,청주시
1591,오창과학단지  ,충청북도,청주시
1592,제주신화월드R  ,제주특별자치도,서귀포시
1593,제주에듀시티  ,제주특별자치도,서귀포시
1594,제주성산DT  ,제주특별자치도,서귀포시
1595,제주중문DT  ,제주특별자치도,서귀포시
1596,제주송악산  ,제주특별자치도,서귀포시
1597,서귀포DT  ,제주특별자치도,서귀포시
1598,성산일출봉  ,제주특별자치도,서귀포시
1599,제주중문  ,제주특별자치도,서귀포시
1600,제주서귀포  ,제주특별자치도,서귀포시
1601,제주도남DT  ,제주특별자치도,제주시
1602,제주협재  ,제주특별자치도,제주시
1603,제주외도DT  ,제주특별자치도,제주시
1604,제주삼화DT  ,제주특별자치도,제주시
1605,제주시청  ,제주특별자치도,제주시
1606,제주함덕  ,제주특별자치도,제주시
1607,제주노형공원  ,제주특별자치도,제주시
1608,제주애월DT  ,제주특별자치도,제주시
1609,제주칠성  ,제주특별자치도,제주시
1610,제주노형  ,제주특별자치도,제주시
1611,제주용담DT  ,제주특별자치도,제주시
1612,신제주이마트  ,제주특별자치도,제주시
1613,제주서해안로DT  ,제주특별자치도,제주시
1614,제주일도DT  ,제주특별자치도,제주시
1615,세종다정DT  ,세종특별자치시,다정북로
1616,세종보람  ,세종특별자치시,한누리대로
1617,세종새롬  ,세종특별자치시,새롬중앙로
1618,세종어진R  ,세종특별자치시,한누리대로
1619,세종종촌  ,세종특별자치시,도움3로
1620,세종첫마을  ,세종특별자치시,한누리대로
1621,세종이마트  ,세종특별자치시,금송로
1622,세종청사  ,세종특별자치시,도움8로
1623,세종아름  ,세종특별자치시,아름서1길
1624,세종소담  ,세종특별자치시,소담3로
1625,세종충남대학교병원  ,세종특별자치시,보듬7로
